bibcode,title,first_author,year,pub,doi,abstract,citation_count,epoch_search,is_seed,has_abstract
1989GeCoA..53..151M,['13C and 18O isotopic disequilibrium in biological carbonates: I. Patterns'],"McConnaughey, Ted",1989,Geochimica et Cosmochimica Acta,10.1016/0016-7037(89)90282-2,"Biological carbonates frequently precipitate out of 18O and 13C equilibrium with ambient waters. Two patterns of isotopic disequilibrium are particularly common. 'Kinetic' disequilibria, so designated because they apparently result from kinetic isotope effects during CO 2 hydration and hydroxylation, involve simultaneous depletions of 18O and 13C as large as 4%. and 10 to 15%., respectively. Rapid skeletogenesis favors strong kinetic effects, and approximately linear correlations between skeletal  18O and  13C are common in carbonates showing mainly the kinetic pattern. 'Metabolic' effects involve additional positive or negative modulation of skeletal  13C, reflecting changes in the  13C of dissolved inorganic carbon, caused mainly by photosynthesis and respiration. Kinetic isotope disequilibria tend to be fairly consistent in rapidly growing parts of photosynthetic corals, and time dependent isotopic variations therefore reflect changes in environmental conditions.  18O variations from Gal√°pagos corals yield meaningful clues regarding seawater temperature, while  13C variations reflect changes in photosynthesis, modulated by cloudiness.",777,noachian,FALSE,TRUE
2011FrEE....9...53A,"['Riverine coupling of biogeochemical cycles between land, oceans, and atmosphere']","Aufdenkampe, Anthony K.",2011,Frontiers in Ecology and the Environment,10.1890/100014,"Streams, rivers, lakes, and other inland waters are important agents in the coupling of biogeochemical cycles between continents, atmosphere, and oceans. The depiction of these roles in global-scale assessments of carbon (C) and other bioactive elements remains limited, yet recent findings suggest that C discharged to the oceans is only a fraction of that entering rivers from terrestrial ecosystems via soil respiration, leaching, chemical weathering, and physical erosion. Most of this C influx is returned to the atmosphere from inland waters as carbon dioxide (CO2) or buried in sedimentary deposits within impoundments, lakes, floodplains, and other wetlands. Carbon and mineral cycles are coupled by both erosion‚-deposition processes and chemical weathering, with the latter producing dissolved inorganic C and carbonate buffering capacity that strongly modulate downstream pH, biological production of calcium-carbonate shells, and CO2 outgassing in rivers, estuaries, and coastal zones. Human activities substantially affect all of these processes.",707,noachian,FALSE,TRUE
2008Natur.454..305M,['Hydrated silicate minerals on Mars observed by the Mars Reconnaissance Orbiter CRISM instrument'],"Mustard, John F.",2008,Nature,10.1038/nature07097,"Phyllosilicates, a class of hydrous mineral first definitively identified on Mars by the OMEGA (Observatoire pour la Mineralogie, L'Eau, les Glaces et l'Activiti√©) instrument, preserve a record of the interaction of water with rocks on Mars. Global mapping showed that phyllosilicates are widespread but are apparently restricted to ancient terrains and a relatively narrow range of mineralogy (Fe/Mg and Al smectite clays). This was interpreted to indicate that phyllosilicate formation occurred during the Noachian (the earliest geological era of Mars), and that the conditions necessary for phyllosilicate formation (moderate to high pH and high water activity) were specific to surface environments during the earliest era of Mars's history. Here we report results from the Compact Reconnaissance Imaging Spectrometer for Mars (CRISM) of phyllosilicate-rich regions. We expand the diversity of phyllosilicate mineralogy with the identification of kaolinite, chlorite and illite or muscovite, and a new class of hydrated silicate (hydrated silica). We observe diverse Fe/Mg-OH phyllosilicates and find that smectites such as nontronite and saponite are the most common, but chlorites are also present in some locations. Stratigraphic relationships in the Nili Fossae region show olivine-rich materials overlying phyllosilicate-bearing units, indicating the cessation of aqueous alteration before emplacement of the olivine-bearing unit. Hundreds of detections of Fe/Mg phyllosilicate in rims, ejecta and central peaks of craters in the southern highland Noachian cratered terrain indicate excavation of altered crust from depth. We also find phyllosilicate in sedimentary deposits clearly laid by water. These results point to a rich diversity of Noachian environments conducive to habitability.",691,noachian,FALSE,TRUE
2011Natur.479...53E,['Subsurface water and clay mineral formation during the early history of Mars'],"Ehlmann, Bethany L.",2011,Nature,10.1038/nature10582,"Clay minerals, recently discovered to be widespread in Mars's Noachian terrains, indicate long-duration interaction between water and rock over 3.7 billion years ago. Analysis of how they formed should indicate what environmental conditions prevailed on early Mars. If clays formed near the surface by weathering, as is common on Earth, their presence would indicate past surface conditions warmer and wetter than at present. However, available data instead indicate substantial Martian clay formation by hydrothermal groundwater circulation and a Noachian rock record dominated by evidence of subsurface waters. Cold, arid conditions with only transient surface water may have characterized Mars's surface for over 4 billion years, since the early-Noachian period, and the longest-duration aqueous, potentially habitable environments may have been in the subsurface.",672,noachian,FALSE,TRUE
2014Sci...343A.386G,"['A Habitable Fluvio-Lacustrine Environment at Yellowknife Bay, Gale Crater, Mars']","Grotzinger, J. P.",2014,Science,10.1126/science.1242777,"The Curiosity rover discovered fine-grained sedimentary rocks, which are inferred to represent an ancient lake and preserve evidence of an environment that would have been suited to support a martian biosphere founded on chemolithoautotrophy. This aqueous environment was characterized by neutral pH, low salinity, and variable redox states of both iron and sulfur species. Carbon, hydrogen, oxygen, sulfur, nitrogen, and phosphorus were measured directly as key biogenic elements; by inference, phosphorus is assumed to have been available. The environment probably had a minimum duration of hundreds to tens of thousands of years. These results highlight the biological viability of fluvial-lacustrine environments in the post-Noachian history of Mars.",635,noachian,FALSE,TRUE
2004E&PSL.222...43B,['Characterisation of early Archaean chemical sediments by trace element signatures'],"Bolhar, Robert",2004,Earth and Planetary Science Letters,10.1016/j.epsl.2004.02.016,"Rare earth element (REE) plus yttrium (Y) patterns of modern seawater have characteristic features that can be used as chemical fingerprints. Reliable proxies for marine REE+Y chemistry have been demonstrated from a large geological time span, including Archaean banded iron formation (BIF), stromatolitic limestone, Phanerozoic reef carbonate and Holocene microbialite. Here we present new REE+Y data for two distinct suites of early Archaean (ca. 3.7-3.8 Ga) metamorphosed rocks from southern West Greenland, whose interrelationships, if any, have been much debated in recent literature. The first suite comprises magnetite-quartz BIF, magnetite-carbonate BIF and banded magnetite-rich quartz rock, mostly from the Isua Greenstone Belt (IGB). The REE+Y patterns, particularly diagnostic anomalies (Ce/Ce*, Pr/Pr*), are closely related to those of published seawater proxies. The second suite includes banded quartz-pyroxene-amphibole¬±garnet rocks with minor magnetite from the so-called Akilia Association enclaves (in early Archaean granitoid gneisses) of the coastal region, some 150 km southwest of the IGB. Rocks of this type from one much publicised and highly debated locality (the island of Akilia) have been identified by some workers [Nature 384 (1996) 55; Geochim. Cosmochim. Acta 61 (1997) 2475] as BIF-facies, and their 13C-depleted signature in trace graphite interpreted as a proxy for earliest life on Earth. However, REE+Y patterns of the Akilia Association suite (except for one probably genuine magnetite-rich BIF from Ugpik) are inconsistent with a seawater origin. We agree with published geological and geochemical (including REE) work [Science 296 (2002) 1448] that most of the analysed Akilia rocks are not chemical sediments, and that C-isotopes in such rocks therefore cannot be used as biological proxies. Application of the REE+Y discriminant for the above two rock suites has been facilitated in this study by the use of MC-ICP technique which yields a more complete and precise REE+Y spectrum than was available in many previous studies.",597,noachian,FALSE,TRUE
2018JPNSS.181..104T,['Microaggregates in soils'],"Totsche, Kai Uwe",2018,Journal of Plant Nutrition and Soil Science,10.1002/jpln.201600451,"All soils harbor microaggregates, i.e., compound soil structures smaller than 250 ¬um. These microaggregates are composed of diverse mineral, organic and biotic materials that are bound together during pedogenesis by various physical, chemical and biological processes. Consequently, microaggregates can withstand strong mechanical and physicochemical stresses and survive slaking in water, allowing them to persist in soils for several decades. Together with the physiochemical heterogeneity of their surfaces, the three-dimensional structure of microaggregates provides a large variety of ecological niches that contribute to the vast biological diversity found in soils. As reported for larger aggregate units, microaggregates are composed of smaller building units that become more complex with increasing size. In this context, organo-mineral associations can be considered structural units of soil aggregates and as nanoparticulate fractions of the microaggregates themselves. The mineral phases considered to be the most important as microaggregate forming materials are the clay minerals and Fe- and Al-(hydr)oxides. Within microaggregates, minerals are bound together primarily by physicochemical and chemical interactions involving cementing and gluing agents. The former comprise, among others, carbonates and the short-range ordered phases of Fe, Mn, and Al. The latter comprise organic materials of diverse origin and probably involve macromolecules and macromolecular mixtures. Work on microaggregate structure and development has largely focused on organic matter stability and turnover. However, little is known concerning the role microaggregates play in the fate of elements like Si, Fe, Al, P, and S. More recently, the role of microaggregates in the formation of microhabitats and the biogeography and diversity of microbial communities has been investigated. Little is known regarding how microaggregates and their properties change in time, which strongly limits our understanding of micro-scale soil structure dynamics. Similarly, only limited information is available on the mechanical stability of microaggregates, while essentially nothing is known about the flow and transport of fluids and solutes within the micro- and nanoporous microaggregate systems. Any quantitative approaches being developed for the modeling of formation, structure and properties of microaggregates are, therefore, in their infancy. We respond to the growing awareness of the importance of microaggregates for the structure, properties and functions of soils by reviewing what is currently known about the formation, composition and turnover of microaggregates. We aim to provide a better understanding of their role in soil function, and to present the major unknowns in current microaggregate research. We propose a harmonized concept for aggregates in soils that explicitly considers the structure and build-up of microaggregates and the role of organo-mineral associations. We call for experiments, studies and modeling endeavors that will link information on aggregate forming materials with their functional properties across a range of scales in order to better understand microaggregate formation and turnover. Finally, we hope to inspire a novel cohort of soil scientists that they might focus their research on improving our understanding of the role of microaggregates within the system of aggregates and so help to develop a unified and quantitative concept of aggregation processes in soils.",588,noachian,FALSE,TRUE
1985Natur.314..435C,['Microhabitats of benthic foraminifera within deep-sea sediments'],"Corliss, Bruce H.",1985,Nature,10.1038/314435a0,"Benthic foraminifera are protozoans found throughout the deep-sea environment, secreting a test of calcium carbonate or constructing a test of cemented sediment particles (agglutinated or arenaceous foraminifera). In typical deep-sea sediments, the organic cement of agglutinated taxa degrades upon burial in the sediment and, consequently, few specimens survive in the fossil record. In contrast, calcareous species are well preserved in most oceanic sediments, except at abyssal depths where most carbonate sediment is dissolved because of high levels of carbonate under-saturation of the bottom waters. Although benthic foraminifera have been widely used in studies of Cenozoic palaeoceanography, little is known about the ecology of deep-sea species. I present here an analysis of living (stained) benthic foraminifera within the upper 15 cm of deep-sea sediments, which reveals species-specific microhabitat preferences, with distinct morphological features found with epifaunal and infaunal species. The existence of infaunal habitats suggests that the distribution of certain foraminifera is not directly controlled by overlying bottom-water conditions, but by physicochemical conditions within the sediments. The microhabitat preferences may also explain interspecific carbon isotope differences, as existing data show that infaunal foraminifera generally have lower 13C isotope values than epifaunal species.",584,noachian,FALSE,TRUE
1998PPP...144....3S,['Secular oscillations in the carbonate mineralogy of reef-building and sediment-producing organisms driven by tectonically forced shifts in seawater chemistry'],"Stanley, Steven M.",1998,Palaeogeography Palaeoclimatology Palaeoecology,10.1016/S0031-0182(98)00109-6,"The primary mineralogy of oolites and early marine carbonate cements led Sandberg [Nature 305 (1983), 19-22] to divide the Phanerozoic Eon into three intervals of `aragonite seas' and two intervals of `calcite seas'. Hardie [Geology 24 (1996), 279-283] has shown that these oscillations, together with synchronous oscillations in the mineralogy of marine potash evaporites, can be explained by secular shifts in the Mg/Ca ratio of seawater driven by changes in spreading rates along mid-ocean ridges. The Hardie model also predicts that high-Mg calcite should precipitate along with aragonite, as it does in today's aragonite sea. We have uncovered oscillations in the carbonate mineralogy of hypercalcifying organisms (ones that have produced massive skeletons, large reefs, or voluminous bodies of sediment) that correspond to Sandberg's aragonite seas and calcite seas and that are predicted by the Hardie model. Particular groups of corals, sponges, and algae appear to have been dominant reef builders only when favored by an appropriate Mg/Ca ratio in seawater. In early and middle Paleozoic calcite seas (Calcite I), reefs were dominated by calcitic tabulate, heliolitid, and rugose corals and calcitic stromatoporoids. In contrast, during the period of late Paleozoic-early Mesozoic aragonite seas (Aragonite II), aragonitic groups of sponges, scleractinian corals, and phylloid algae, as well as high-Mg calcitic red algae, were principal reef builders. During Late Cretaceous time, at the acme of Calcite II, massive rudists displaced aragonitic hermatypic corals. In today's aragonite sea (Aragonite III) scleractinian corals are again dominant reef builders, along with high-Mg calcitic coralline algae. Major sediment-producing algae exhibit temporal patterns similar to those of reef builders. Calcitic receptaculitids flourished during Calcite I, whereas aragonitic dasycladaceans did not become dominant rock formers until Aragonite II. During Calcite II, calcitic nannoplankton formed massive coccolith chalks in warm shallow seas of the Late Cretaceous, after the Mg/Ca ratio of seawater had reached a very low value and calcium concentration, a very high value. As the Mg/Ca ratio of seawater rose and calcium concentration fell during the Cenozoic Era, individual coccoliths, on average, became less massive and encrusted cells less thickly. By Pliocene time, during Aragonite III, the prominent genus Discoaster secreted only narrow-rayed coccoliths that covered less than 25% of the cell surface. Also during Aragonite III, the aragonitic green alga Halimeda emerged as the dominant skeletal sediment producer in reef tracts. The influence of seawater chemistry on skeletal secretion appears to have been especially strong for morphologically simple taxa that exert relatively weak control over their own calcification. Such groups include algae, sponges, corals, and bryozoans. Morphological simplicity also permits these groups to adopt vegetative or colonial modes of growth that confer success in competition for space on reefs. This linkage, in addition to the basic chemical demands of hypercalcification, has given the Mg/Ca ratio of seawater strong control over the success of individual reef-building taxa. More generally, this ratio appears to have strongly influenced evolutionary changes in the skeletal mineralogy of sponges and cheilostome bryozoans throughout their history. We conclude that throughout Phanerozoic time a chain of causation has extended from mid-ocean ridge processes, via seawater chemistry, to the mineralogical and biological composition of reef communities and bioclastic carbonate deposits.",565,noachian,FALSE,TRUE
2002GeCoA..66.3733H,['Chemical evolution of seawater during the Phanerozoic. Implications from the record of marine evaporites'],"Horita, Juske",2002,Geochimica et Cosmochimica Acta,10.1016/S0016-7037(01)00884-5,"The chemical evolution of seawater during the Phanerozoic is still a matter of debate. We have assembled and critically analyzed the available data for the composition of fluid inclusions in marine halite and for the mineralogy of marine evaporites. The composition of fluid inclusions in primary marine halite reveals two major long-term cycles in the chemistry of seawater during the past 600 myr. The concentration of Mg2+, Ca2+, and SO42- has varied quite dramatically. The Mg2+ concentration in seawater during most of the early Paleozoic and Jurassic to Cretaceous was as low as 30 to 40 mmol/kg H2O; it reached maximum values ‚â•50 mmol/kg H2O during the Late Neoproterozoic and Permian. The Ca2+ concentration in seawater during the Phanerozoic has reached maximum values two to three times greater than the concentration in seawater today (10.6 mmol/kg H2O), whereas SO42- concentrations may have been as low as 5 to 10 mmol/kg H2O (a third to a fifth of the modern value) during the Jurassic and Early Paleozoic. The Mg2+/Ca2+ ratio in seawater ranged from 1 to 1.5 during the early to middle Paleozoic and Jurassic-Cretaceous to a near-modern value of 5.2 during the Late Neoproterozoic and Permian. This change in seawater Mg2+/Ca2+ ratio is consistent with the notion of alternating ‚Äúcalcite-aragonite seas‚Äù recorded in o√∂lites and marine carbonate cements. <P />Several models have been proposed to explain the chemical evolution of seawater. These have invoked significant changes in one or more of the major geochemical processes that control the composition of seawater. The pattern and magnitude of the variations in the composition of seawater proposed in this study are similar to those proposed elsewhere that suggest that seawater fluxes through midocean ridges have played a major role in the evolution of seawater during the past 600 myr. Two Phanerozoic supercycles of the Earth's exogenic processes were recognized in the literature that are caused by mantle convection and plate activity. The composition of seawater has apparently undergone dramatic secular changes in phase with these supercycles and as a consequence of biological evolution. Analyses of fluid inclusions containing unevaporated seawater and a better understanding of the processes that affect the composition of seawater are needed to refine our understanding of the history of Phanerozoic seawater.",559,noachian,FALSE,TRUE
2012SSRv..170....5G,['Mars Science Laboratory Mission and Science Investigation'],"Grotzinger, John P.",2012,Space Science Reviews,10.1007/s11214-012-9892-2,"Scheduled to land in August of 2012, the Mars Science Laboratory (MSL) Mission was initiated to explore the habitability of Mars. This includes both modern environments as well as ancient environments recorded by the stratigraphic rock record preserved at the Gale crater landing site. The Curiosity rover has a designed lifetime of at least one Mars year (23 months), and drive capability of at least 20 km. Curiosity's science payload was specifically assembled to assess habitability and includes a gas chromatograph-mass spectrometer and gas analyzer that will search for organic carbon in rocks, regolith fines, and the atmosphere (SAM instrument); an x-ray diffractometer that will determine mineralogical diversity (CheMin instrument); focusable cameras that can image landscapes and rock/regolith textures in natural color (MAHLI, MARDI, and Mastcam instruments); an alpha-particle x-ray spectrometer for in situ determination of rock and soil chemistry (APXS instrument); a laser-induced breakdown spectrometer to remotely sense the chemical composition of rocks and minerals (ChemCam instrument); an active neutron spectrometer designed to search for water in rocks/regolith (DAN instrument); a weather station to measure modern-day environmental variables (REMS instrument); and a sensor designed for continuous monitoring of background solar and cosmic radiation (RAD instrument). The various payload elements will work together to detect and study potential sampling targets with remote and in situ measurements; to acquire samples of rock, soil, and atmosphere and analyze them in onboard analytical instruments; and to observe the environment around the rover. The 155-km diameter Gale crater was chosen as Curiosity's field site based on several attributes: an interior mountain of ancient flat-lying strata extending almost 5 km above the elevation of the landing site; the lower few hundred meters of the mountain show a progression with relative age from clay-bearing to sulfate-bearing strata, separated by an unconformity from overlying likely anhydrous strata; the landing ellipse is characterized by a mixture of alluvial fan and high thermal inertia/high albedo stratified deposits; and a number of stratigraphically/geomorphically distinct fluvial features. Samples of the crater wall and rim rock, and more recent to currently active surface materials also may be studied. Gale has a well-defined regional context and strong evidence for a progression through multiple potentially habitable environments. These environments are represented by a stratigraphic record of extraordinary extent, and insure preservation of a rich record of the environmental history of early Mars. The interior mountain of Gale Crater has been informally designated at Mount Sharp, in honor of the pioneering planetary scientist Robert Sharp. The major subsystems of the MSL Project consist of a single rover (with science payload), a Multi-Mission Radioisotope Thermoelectric Generator, an Earth-Mars cruise stage, an entry, descent, and landing system, a launch vehicle, and the mission operations and ground data systems. The primary communication path for downlink is relay through the Mars Reconnaissance Orbiter. The primary path for uplink to the rover is Direct-from-Earth. The secondary paths for downlink are Direct-to-Earth and relay through the Mars Odyssey orbiter. Curiosity is a scaled version of the 6-wheel drive, 4-wheel steering, rocker bogie system from the Mars Exploration Rovers (MER) Spirit and Opportunity and the Mars Pathfinder Sojourner. Like Spirit and Opportunity, Curiosity offers three primary modes of navigation: blind-drive, visual odometry, and visual odometry with hazard avoidance. Creation of terrain maps based on HiRISE (High Resolution Imaging Science Experiment) and other remote sensing data were used to conduct simulated driving with Curiosity in these various modes, and allowed selection of the Gale crater landing site which requires climbing the base of a mountain to achieve its primary science goals. The Sample Acquisition, Processing, and Handling (SA/SPaH) subsystem is responsible for the acquisition of rock and soil samples from the Martian surface and the processing of these samples into fine particles that are then distributed to the analytical science instruments. The SA/SPaH subsystem is also responsible for the placement of the two contact instruments (APXS, MAHLI) on rock and soil targets. SA/SPaH consists of a robotic arm and turret-mounted devices on the end of the arm, which include a drill, brush, soil scoop, sample processing device, and the mechanical and electrical interfaces to the two contact science instruments. SA/SPaH also includes drill bit boxes, the organic check material, and an observation tray, which are all mounted on the front of the rover, and inlet cover mechanisms that are placed over the SAM and CheMin solid sample inlet tubes on the rover top deck.",555,noachian,FALSE,TRUE
